ID,Name,Description,Media_Type,Download_URL,Path_In_Zip
1,ENDE_jɛnbo.wav,,audio/x-wav,http://yamfinder.com/sounds/ENDE_j%C9%9Bnbo.wav,
2,KCD_sompu.wav,,audio/x-wav,http://yamfinder.com/sounds/KCD_sompu.wav,
3,TAEME_jɛnbu.wav,,audio/x-wav,http://yamfinder.com/sounds/TAEME_j%C9%9Bnbu.wav,
4,ENDE_ŋənɑ.wav,,audio/x-wav,http://yamfinder.com/sounds/ENDE_%C5%8B%C9%99n%C9%91.wav,
5,NMX_yend.wav,,audio/x-wav,http://yamfinder.com/sounds/NMX_yend.wav,
6,NMX_yendo.wav,,audio/x-wav,http://yamfinder.com/sounds/NMX_yendo.wav,
7,KCD_ngko.wav,,audio/x-wav,http://yamfinder.com/sounds/KCD_ngko.wav,
8,TAEME_ŋən.wav,,audio/x-wav,http://yamfinder.com/sounds/TAEME_%C5%8B%C9%99n.wav,
9,ENDE_ku͡ibi͡ɑg.wav,,audio/x-wav,http://yamfinder.com/sounds/ENDE_ku%CD%A1ibi%CD%A1%C9%91g.wav,
10,NMX_mbanguse.wav,,audio/x-wav,http://yamfinder.com/sounds/NMX_mbanguse.wav,
11,KCD_marou.wav,,audio/x-wav,http://yamfinder.com/sounds/KCD_marou.wav,
12,TAEME_kwɪbiəɡ.wav,,audio/x-wav,http://yamfinder.com/sounds/TAEME_kw%C9%AAbi%C9%99%C9%A1.wav,
13,ENDE_təme.wav,,audio/x-wav,http://yamfinder.com/sounds/ENDE_t%C9%99me.wav,
14,NMX_mbarter.wav,,audio/x-wav,http://yamfinder.com/sounds/NMX_mbarter.wav,
15,KCD_kira.wav,,audio/x-wav,http://yamfinder.com/sounds/KCD_kira.wav,
16,TAEME_təme.wav,,audio/x-wav,http://yamfinder.com/sounds/TAEME_t%C9%99me.wav,
17,ENDE_kɑkɑkən.wav,,audio/x-wav,http://yamfinder.com/sounds/ENDE_k%C9%91k%C9%91k%C9%99n.wav,
18,NMX_tuken.wav,,audio/x-wav,http://yamfinder.com/sounds/NMX_tuken.wav,
19,KCD_kntuni.wav,,audio/x-wav,http://yamfinder.com/sounds/KCD_kntuni.wav,
20,TAEME_kɑkəkən.wav,,audio/x-wav,http://yamfinder.com/sounds/TAEME_k%C9%91k%C9%99k%C9%99n.wav,
21,JEL_meggiak.wav,,audio/x-wav,http://yamfinder.com/sounds/JEL_meggiak.wav,
22,ENDE_toto.wav,,audio/x-wav,http://yamfinder.com/sounds/ENDE_toto.wav,
23,NMX_seite.wav,,audio/x-wav,http://yamfinder.com/sounds/NMX_seite.wav,
24,KCD_konsapr.wav,,audio/x-wav,http://yamfinder.com/sounds/KCD_konsapr.wav,
25,KCD_baror.wav,,audio/x-wav,http://yamfinder.com/sounds/KCD_baror.wav,
26,TAEME_jədəbi.wav,,audio/x-wav,http://yamfinder.com/sounds/TAEME_j%C9%99d%C9%99bi.wav,
27,ENDE_təmɑmɑ͡i.wav,,audio/x-wav,http://yamfinder.com/sounds/ENDE_t%C9%99m%C9%91m%C9%91%CD%A1i.wav,
28,NMX_meinyotyo.wav,,audio/x-wav,http://yamfinder.com/sounds/NMX_meinyotyo.wav,
29,KCD_yimpmperte.wav,,audio/x-wav,http://yamfinder.com/sounds/KCD_yimpmperte.wav,
